|0.15|0.00|9.65|
|0.12|0.00|9.71|
|0.17|0.03|9.63|
|0.14|0.03|9.64|
|0.18|-0.02|9.67|
|0.14|0.04|9.67|
|0.13|0.04|9.71|
|0.17|-0.02|9.68|
|0.11|-0.02|9.68|
|0.14|0.00|9.64|
|0.16|0.01|9.66|
|0.11|0.07|9.67|
|0.14|0.02|9.70|
|0.15|0.05|9.70|
|0.13|0.04|9.70|
|0.12|0.04|9.67|
|0.19|0.03|9.63|
|0.12|0.03|9.70|
|0.13|0.05|9.69|
|0.12|0.03|9.68|
|0.13|-0.01|9.69|
|0.17|0.05|9.70|
|0.16|0.02|9.66|
|0.15|0.06|9.65|
|0.15|0.08|9.79|
|0.24|0.03|9.53|
|0.14|0.03|9.63|
|0.07|0.03|9.77|
|0.14|-0.02|9.63|
|0.14|-0.01|9.72|
|0.09|-0.03|9.43|
|0.23|-0.01|9.62|
|0.24|-0.03|9.71|
|0.14|-0.03|9.78|
|0.43|-0.06|9.67|
|0.14|0.01|9.68|
|0.13|0.02|9.71|
|0.06|-0.01|9.73|
|0.16|-0.01|9.72|
|0.15|-0.01|9.67|
|0.18|0.01|9.67|
|0.17|0.04|9.70|
|0.15|0.06|9.70|
|0.19|0.03|9.67|
|0.15|0.07|9.68|
|0.11|0.03|9.71|
|0.13|0.02|9.70|
|0.11|0.03|9.68|
|0.15|0.05|9.65|
|0.17|0.03|9.61|
|0.16|0.04|9.63|
|0.15|0.05|9.67|
|0.11|0.04|9.66|
|0.16|0.00|9.68|
|0.14|0.01|9.68|
|0.12|-0.01|9.69|
|0.13|-0.02|9.71|
|0.15|0.01|9.69|
|0.16|0.02|9.69|
|0.13|-0.02|9.66|
|0.15|0.04|9.67|
|0.15|0.05|9.68|
|0.18|0.05|9.76|
|0.17|0.13|9.76|
|0.30|0.00|9.78|
|0.19|-0.03|9.91|
|0.18|0.02|9.80|
|0.13|0.03|9.69|
|0.11|0.02|9.74|
|0.22|0.02|9.39|
|0.04|0.01|9.78|
|0.09|0.04|9.68|
|0.09|-0.01|9.70|
|0.12|0.02|9.70|
|0.21|-0.01|9.68|
|0.21|0.04|9.67|
|0.14|0.00|9.69|
|0.14|0.04|9.67|
|0.21|0.03|9.70|
|0.13|0.02|9.68|
|0.15|0.04|9.60|
|0.15|0.01|9.72|
|0.12|0.02|9.69|
|0.12|0.02|9.67|
|0.15|0.04|9.71|
|0.16|-0.02|9.74|
|0.11|0.03|9.67|
|0.13|0.01|9.67|
|0.16|0.03|9.67|
|0.14|0.04|9.61|
|0.14|0.01|9.65|
|0.18|0.01|9.72|
|0.17|0.03|9.70|
|0.19|0.05|9.68|
|0.13|0.04|9.69|
|0.16|0.03|9.67|
|0.15|0.02|9.69|
|0.15|0.01|9.67|
|0.16|-0.01|9.71|
|0.17|0.06|9.67|
|0.18|0.03|9.82|
|0.19|0.04|9.54|
|0.10|0.04|9.61|
|0.11|0.01|9.74|
|0.14|-0.09|9.77|
|0.15|-0.11|9.79|
|0.12|-0.02|9.70|
|0.27|0.04|9.52|
|0.16|0.04|9.66|
|0.17|0.03|9.71|
|0.14|0.06|9.65|
|0.32|0.04|9.67|
|0.11|0.01|9.67|
|0.16|0.00|9.71|
|0.16|0.02|9.70|
|0.18|-0.03|9.74|
|0.14|0.01|9.68|
|0.11|0.01|9.67|
|0.13|-0.03|9.68|
|0.18|0.01|9.65|
|0.17|0.00|9.72|
|0.18|-0.01|9.69|
|0.12|0.02|9.66|
|0.14|0.00|9.67|
|0.15|0.04|9.67|
|0.14|0.04|9.72|
|0.14|0.03|9.70|
|0.13|0.03|9.71|
|0.17|0.03|9.69|
|0.14|0.04|9.72|
|0.15|0.06|9.70|
|0.13|0.03|9.67|
|0.18|0.03|9.67|
|0.17|-0.02|9.64|
|0.12|0.00|9.69|
|0.14|-0.01|9.64|
|0.18|0.01|9.69|
|0.19|0.04|9.75|
|0.09|0.04|9.62|
|0.09|0.01|9.66|
|0.15|-0.03|9.51|
|0.19|-0.01|9.40|
|0.20|-0.04|9.70|
|0.15|0.04|9.73|
|0.22|0.06|9.66|
|0.00|0.00|9.39|
|0.06|0.02|9.70|
|0.13|0.01|9.66|
|-0.01|0.00|9.67|
|0.10|0.03|9.70|
|0.16|0.00|9.63|
|0.19|0.00|9.64|
|0.16|0.03|9.69|
|0.16|0.02|9.74|
|0.13|0.05|9.64|
|0.16|0.02|9.64|
|0.17|0.00|9.69|
|0.16|0.01|9.66|
|0.12|0.00|9.67|
|0.13|0.03|9.67|
|0.13|0.01|9.70|
|0.11|0.02|9.69|
|0.18|-0.01|9.70|
|0.17|0.04|9.70|
|0.14|0.06|9.73|
|0.17|0.03|9.65|
|0.13|0.03|9.68|
|0.13|0.02|9.69|
|0.15|0.01|9.68|
|0.12|0.04|9.67|
|0.11|0.07|9.69|
|0.14|0.02|9.72|
|0.11|0.05|9.65|
|0.16|0.03|9.65|
|0.14|0.05|9.69|
|0.14|0.00|9.67|
|0.18|0.01|9.52|
|0.09|0.04|9.53|
|0.10|0.02|9.64|
|0.05|-0.03|9.73|
|0.11|0.03|9.68|
|0.11|-0.03|9.91|
|0.34|0.00|9.83|
|0.18|0.02|9.80|
|0.30|0.03|9.65|
|0.11|0.04|9.66|
|0.24|0.05|9.70|
|0.04|0.08|9.70|
|0.31|-0.04|9.65|
|0.11|0.00|9.67|
|0.15|0.01|9.67|
|0.14|0.03|9.69|
|0.15|0.04|9.63|
|0.16|-0.02|9.75|
|0.15|0.00|9.71|
|0.13|0.01|9.65|
|0.14|0.04|9.68|
|0.13|0.02|9.72|
|0.17|0.02|9.70|
|0.14|0.04|9.66|
|0.17|0.03|9.67|
|0.14|-0.02|9.67|
|0.15|0.00|9.66|
|0.14|-0.01|9.71|
|0.17|0.01|9.66|
|0.14|0.02|9.67|
|0.14|0.00|9.67|
|0.14|0.03|9.65|
|0.16|0.01|9.67|
|0.15|0.01|9.71|
|0.18|-0.01|9.70|
|0.14|0.00|9.69|
|0.16|0.01|9.70|
|0.20|0.04|9.70|
|0.19|0.08|9.73|
|0.15|0.07|9.67|
|0.09|0.00|9.76|
|0.15|0.02|9.69|
|0.15|0.03|9.78|
|0.15|0.02|9.86|
|0.16|0.04|9.67|
|0.23|0.03|9.61|
|0.11|0.04|9.69|
|0.21|0.04|9.68|
|0.19|0.03|9.60|
|0.28|0.03|9.64|
|0.17|0.03|9.73|
|0.13|0.03|9.67|
|0.11|0.02|9.70|
|0.12|0.02|9.67|
|0.12|0.00|9.74|
|0.10|0.02|9.69|
|0.13|0.05|9.79|
|0.13|0.04|9.76|
|0.14|0.01|9.63|
|0.20|0.06|9.58|
|0.15|0.01|9.77|
|0.14|0.03|9.61|
|0.12|0.02|9.67|
|0.16|-0.02|9.73|
|0.21|0.03|9.66|
|0.14|0.00|9.67|
|0.12|0.02|9.67|
|0.12|0.03|9.66|
|0.20|0.00|9.67|
|0.18|-0.02|9.71|
|0.19|0.01|9.70|
|0.17|0.01|9.75|
|0.13|0.03|9.65|
|0.19|0.06|9.69|
|0.22|0.02|9.78|
|0.27|0.06|9.63|
|0.16|0.02|9.70|
|0.10|-0.01|9.83|
|0.16|0.00|9.54|
|0.15|-0.11|9.85|
|0.11|-0.06|9.53|
|0.24|0.00|9.63|
|0.26|0.04|9.90|
|0.11|0.02|9.67|
|0.19|0.01|9.66|
|-0.01|0.04|9.74|
|0.10|0.00|9.69|
|0.17|0.05|9.67|
|0.15|0.00|9.72|
|0.17|-0.02|9.71|
|0.13|0.07|9.68|
|0.16|0.05|9.67|
|0.16|0.05|9.69|
|0.18|0.02|9.62|
|0.16|-0.01|9.75|
|0.14|0.00|9.71|
|0.15|0.01|9.64|
|0.14|-0.02|9.70|
|0.19|-0.01|9.67|
|0.13|0.02|9.72|
|0.14|0.00|9.67|
|0.15|0.05|9.67|
|0.16|-0.01|9.67|
|0.18|0.04|9.69|
|0.16|-0.01|9.73|
|0.17|0.00|9.68|
|0.16|-0.01|9.72|
|0.16|0.01|9.72|
|0.14|0.01|9.71|
|0.18|0.00|9.68|
|0.10|-0.04|9.75|
|0.13|-0.01|9.79|
|0.08|0.05|9.55|
|0.10|0.00|9.82|
|0.18|0.00|9.71|
|0.17|0.03|9.67|
|0.21|0.11|9.48|
|0.24|0.04|9.87|
|0.16|0.01|9.61|
|0.30|0.01|9.67|
|0.00|0.02|9.67|
|0.07|0.02|9.65|
|0.04|-0.03|9.63|
|0.18|0.02|9.66|
|0.15|0.03|9.73|
|0.16|0.03|9.68|
|0.20|0.03|9.67|
|0.14|0.03|9.67|
|0.15|0.02|9.73|
|0.15|0.05|9.68|
|0.11|0.05|9.67|
|0.16|0.02|9.67|
|0.13|0.03|9.70|
|0.16|0.04|9.66|
|0.16|0.06|9.70|
|0.16|0.01|9.67|
|0.15|0.03|9.68|
|0.15|0.03|9.67|
|0.12|0.02|9.67|
|0.17|0.03|9.68|
|0.15|0.07|9.66|
|0.14|0.00|9.70|
|0.13|0.02|9.64|
|0.14|0.05|9.67|
|0.11|0.01|9.67|
|0.16|0.01|9.67|
|0.19|0.07|9.70|
|0.18|0.01|9.73|
|0.08|0.05|9.69|
|0.18|0.08|9.61|
|0.18|0.08|9.54|
|0.19|0.01|9.83|
|0.17|-0.02|9.69|
|0.14|0.00|9.44|
|0.27|0.06|9.40|
|0.26|-0.02|9.60|
|0.30|-0.03|9.69|
|0.03|0.03|9.73|
|0.28|-0.01|9.70|
|0.34|0.05|9.68|
|0.07|0.02|9.67|
|0.13|0.05|9.67|
|0.14|0.01|9.66|
|0.14|-0.01|9.69|
|0.18|0.02|9.73|
|0.15|0.01|9.68|
|0.16|0.00|9.72|
|0.16|0.00|9.66|
|0.17|0.00|9.68|
|0.18|-0.01|9.67|
|0.16|0.02|9.65|
|0.15|0.04|9.67|
|0.19|0.01|9.68|
|0.17|0.02|9.64|
|0.12|0.01|9.68|
|0.15|0.00|9.69|
|0.17|-0.01|9.72|
|0.19|0.03|9.67|
|0.19|0.03|9.67|
|0.15|0.07|9.66|
|0.19|0.02|9.67|
|0.16|0.00|9.71|
|0.15|0.00|9.69|
|0.15|0.04|9.65|
|0.14|0.03|9.65|
|0.16|0.01|9.66|
|0.09|0.04|9.75|
|0.12|0.03|9.49|
|0.07|0.05|9.71|
|0.17|-0.01|9.81|
|0.11|0.08|9.61|
|0.06|0.01|9.81|
|0.31|0.02|9.80|
|0.02|0.06|9.58|
|0.22|0.03|9.98|
|0.09|0.02|9.68|
|0.26|0.03|9.64|
|0.34|0.04|9.64|
|0.03|0.00|9.68|
|0.15|0.02|9.67|
|0.15|0.01|9.66|
|0.15|0.00|9.68|
|0.15|0.02|9.69|
|0.15|0.01|9.64|
|0.13|0.03|9.71|
|0.18|0.01|9.66|
|0.16|0.02|9.68|
|0.15|0.02|9.65|
|0.16|0.00|9.70|
|0.15|0.03|9.67|
|0.17|0.03|9.67|
|0.18|0.06|9.66|
|0.16|-0.01|9.70|
|0.15|0.01|9.69|
|0.16|0.03|9.71|
|0.16|0.05|9.68|
|0.19|0.03|9.67|
|0.16|0.01|9.68|
|0.13|-0.02|9.74|
|0.14|-0.01|9.71|
|0.14|0.04|9.71|
|0.13|0.04|9.69|
|0.13|0.02|9.72|
|0.13|0.07|9.59|
|0.17|0.01|9.69|
|0.08|-0.03|9.74|
|0.12|-0.07|9.84|
|0.27|-0.01|9.73|
|0.17|-0.05|9.72|
|0.29|-0.01|9.81|
|0.17|0.01|9.54|
|0.28|0.03|9.90|
|0.30|0.04|9.74|
|0.08|0.01|9.69|
|0.30|0.03|9.62|
|0.14|0.03|9.65|
|0.16|-0.01|9.66|
|0.16|0.01|9.68|
|0.11|0.00|9.67|
|0.19|0.02|9.62|
|0.14|0.05|9.67|
|0.17|0.05|9.68|
|0.11|0.05|9.71|
|0.16|0.02|9.72|
|0.13|0.02|9.69|
|0.11|0.04|9.68|
|0.13|0.03|9.68|
|0.12|0.00|9.68|
|0.14|-0.01|9.73|
|0.17|0.01|9.69|
|0.18|0.04|9.66|
|0.16|-0.01|9.71|
|0.13|0.04|9.69|
|0.17|0.02|9.69|
|0.21|0.00|9.72|
|0.15|0.01|9.67|
|0.15|0.00|9.71|
|0.17|0.00|9.73|
|0.20|-0.01|9.65|
|0.17|0.02|9.66|
|0.19|0.01|9.71|
|0.24|0.04|9.72|
|0.24|-0.04|9.69|
|0.15|0.03|9.55|
|0.06|0.09|9.46|
|0.13|0.00|9.67|
|0.11|0.10|9.73|
|0.10|0.03|9.72|
|0.17|0.03|9.72|
|0.03|0.04|9.75|
|0.16|0.04|9.66|
|0.15|0.00|9.73|
|0.08|-0.03|9.68|
|0.12|-0.02|9.67|
|0.18|-0.02|9.67|
|0.15|0.02|9.70|
|0.14|0.03|9.71|
|0.18|0.04|9.68|
|0.16|0.06|9.57|
|0.14|0.03|9.62|
|0.14|0.06|9.69|
|0.18|-0.02|9.65|
|0.15|0.02|9.67|
|0.18|0.00|9.69|
|0.21|0.01|9.69|
|0.16|0.02|9.70|
|0.15|0.03|9.69|
|0.16|-0.02|9.71|
|0.13|0.03|9.67|
|0.16|-0.03|9.67|
|0.18|0.01|9.61|
|0.14|0.06|9.65|
|0.15|0.02|9.70|
|0.14|0.03|9.74|
|0.15|0.03|9.66|
|0.14|0.03|9.68|
|0.13|0.03|9.63|
|0.10|0.07|9.67|
|0.12|0.07|9.89|
|0.14|0.07|9.91|
|0.11|0.04|9.68|
|0.12|0.11|9.87|
|0.17|0.08|9.88|
|0.11|-0.05|9.79|
|0.09|0.01|9.94|
|0.02|-0.01|9.63|
|0.12|0.02|9.75|
|-0.09|0.04|9.70|
|0.14|0.01|9.69|
|0.11|0.00|9.70|
|0.14|0.03|9.71|
|0.16|0.05|9.69|
|0.20|0.03|9.71|
|0.16|0.05|9.70|
|0.20|0.03|9.71|
|0.18|0.02|9.67|
|0.19|0.04|9.65|
|0.14|0.04|9.67|
|0.20|0.02|9.67|
|0.15|-0.02|9.70|
|0.16|-0.02|9.64|
|0.14|0.06|9.75|
|0.13|0.06|9.67|
|0.15|0.03|9.65|
|0.21|0.05|9.69|
|0.15|0.03|9.67|
|0.16|0.04|9.67|
|0.14|0.00|9.66|
|0.13|-0.01|9.67|
|0.15|0.00|9.67|
|0.17|0.03|9.70|
|0.15|0.00|9.67|
|0.14|-0.02|9.69|
|0.13|0.00|9.69|
|0.17|0.02|9.57|
|0.10|0.02|9.65|
|0.24|0.05|9.70|
|0.25|0.02|9.75|
|0.10|0.03|9.73|
|0.14|0.04|9.64|
|0.17|0.06|9.67|
|0.16|0.11|9.67|
|0.06|0.04|9.70|
|0.19|0.03|9.61|
|0.34|0.02|9.68|
|0.21|-0.02|9.68|
|0.06|0.02|9.70|
|0.13|0.05|9.71|
|0.14|0.04|9.66|
|0.18|0.02|9.70|
|0.14|0.01|9.68|
|0.14|0.01|9.71|
|0.16|0.02|9.66|
|0.15|0.02|9.64|
|0.17|0.21|9.68|
|0.34|0.79|9.66|
|0.13|-0.48|9.68|
|0.10|-0.18|9.68|
|0.13|-0.26|9.69|
|0.11|-0.05|9.66|
|0.16|-0.04|9.70|
|0.16|0.04|9.65|
|0.14|0.00|9.67|
|0.18|-0.02|9.65|
|0.17|0.02|9.67|
|0.16|0.05|9.72|
|0.16|0.04|9.68|
|0.14|0.00|9.64|
|0.17|0.06|9.67|
|0.11|0.03|9.68|
|0.14|0.06|9.68|
|0.16|0.01|9.66|
|0.18|-0.01|9.51|
|0.13|0.01|9.51|
|0.15|0.06|9.50|
|-0.01|0.00|9.77|
|0.17|0.04|9.69|
|0.16|-0.01|9.86|
|0.13|0.02|9.97|
|0.13|0.02|9.79|
|-0.03|0.04|9.69|
|0.09|0.03|9.68|
|0.19|0.00|9.72|
|0.03|0.03|9.74|
|0.12|0.01|9.68|
|0.12|0.01|9.67|
|0.13|0.00|9.65|
|0.17|0.06|9.69|
|0.16|0.04|9.70|
|0.12|0.02|9.67|
|0.15|0.01|9.73|
|0.17|0.01|9.69|
|0.19|0.01|9.71|
|0.16|0.04|9.67|
|0.18|0.08|9.67|
|0.13|0.02|9.71|
|0.17|0.05|9.68|
|0.16|0.01|9.70|
|0.19|0.03|9.67|
|0.18|0.01|9.67|
|0.21|0.04|9.69|
|0.19|0.03|9.69|
|0.18|0.05|9.70|
|0.18|0.04|9.68|
|0.17|0.02|9.67|
|0.17|0.03|9.65|
|0.14|0.03|9.70|
|0.12|0.04|9.67|
|0.17|0.03|9.79|
|0.10|0.02|9.64|
|0.16|0.04|9.64|
|0.24|-0.04|9.64|
|0.16|0.04|9.52|
|0.10|0.08|9.49|
|0.09|0.05|9.53|
|0.12|0.03|9.55|
|0.11|0.05|9.95|
|0.28|0.03|9.72|
|0.08|0.03|9.65|
|0.17|0.08|9.62|
|0.17|-0.03|9.70|
|0.19|0.03|9.63|
|0.12|0.04|9.70|
|0.15|0.00|9.69|
|0.17|-0.01|9.72|
|0.18|0.01|9.73|
|0.17|0.03|9.69|
|0.13|0.01|9.64|
|0.11|0.02|9.66|
|0.19|0.00|9.67|
|0.14|0.01|9.70|
|0.16|0.00|9.72|
|0.12|0.03|9.69|
|0.15|-0.02|9.72|
|0.16|0.08|9.67|
|0.18|0.05|9.71|
|0.15|0.04|9.73|
|0.16|0.03|9.73|
|0.15|0.01|9.68|
|0.17|0.02|9.67|
|0.17|0.02|9.72|
|0.15|0.00|9.70|
|0.12|0.01|9.75|
|0.17|0.05|9.67|
|0.17|0.06|9.67|
|0.13|0.04|9.69|
|0.17|0.00|9.50|
|0.21|0.05|9.57|
|0.05|0.03|9.80|
|0.27|-0.04|9.78|
|0.20|0.04|9.60|
|0.17|0.00|9.55|
|0.12|0.02|9.72|
|0.20|0.00|9.75|
|0.18|0.02|9.70|
|0.13|-0.01|9.69|
|0.22|0.00|9.71|
|0.25|0.03|9.69|
|0.22|0.00|9.71|
|0.25|0.03|9.68|
|0.18|0.02|9.67|
|0.18|0.03|9.71|
|0.15|-0.02|9.67|
|0.16|0.02|9.64|
|0.12|-0.01|9.72|
|0.12|-0.01|9.65|
|0.15|-0.04|9.65|
|0.13|0.05|9.67|
|0.14|0.03|9.69|
|0.11|0.05|9.65|
|0.14|0.02|9.67|
|0.12|0.05|9.67|
|0.11|0.03|9.71|
|0.18|0.00|9.68|
|0.18|0.05|9.71|
|0.15|0.00|9.69|
|0.19|-0.01|9.68|
|0.17|-0.01|9.71|
|0.17|0.01|9.69|
|0.17|0.00|9.70|
|0.11|-0.03|9.72|
|0.16|0.05|9.66|
|0.16|-0.03|9.64|
|0.15|0.03|9.69|
|0.15|0.03|9.64|
|0.16|-0.03|9.74|
|0.14|0.10|9.59|
|0.28|0.09|9.57|
|0.17|0.04|9.71|
|0.17|-0.02|9.92|
|0.23|-0.02|9.88|
|0.12|0.02|9.57|
|-0.03|0.04|9.90|
|0.02|0.05|9.69|
|0.06|-0.01|9.71|
|0.22|0.05|9.67|
|0.08|0.02|9.71|
|0.18|0.01|9.67|
|0.18|0.02|9.70|
|0.12|0.04|9.70|
|0.16|0.02|9.67|
|0.17|0.00|9.71|
|0.12|0.04|9.74|
|0.12|0.00|9.74|
|0.14|0.04|9.63|
|0.14|0.03|9.71|
|0.14|0.00|9.67|
|0.16|0.05|9.67|
